,true,pred
0,0,0
1,0,3
2,0,3
3,0,2
4,0,0
5,0,0
6,0,0
7,0,0
8,0,1
9,0,0
10,0,0
11,0,0
12,0,0
13,0,0
14,0,2
15,0,0
16,0,0
17,0,0
18,0,0
19,0,2
20,0,0
21,0,0
22,0,0
23,0,3
24,0,0
25,0,0
26,0,0
27,0,0
28,0,0
29,0,0
30,0,0
31,0,3
32,0,0
33,0,2
34,0,0
35,0,0
36,0,0
37,0,2
38,0,3
39,0,0
40,0,3
41,0,0
42,0,2
43,0,3
44,0,3
45,0,1
46,0,0
47,0,0
48,0,0
49,0,0
50,0,0
51,0,0
52,0,0
53,0,0
54,0,0
55,0,0
56,0,0
57,0,0
58,0,0
59,0,0
60,0,0
61,0,2
62,0,0
63,0,3
64,0,0
65,0,1
66,0,0
67,0,0
68,0,3
69,0,0
70,0,0
71,0,3
72,0,0
73,0,0
74,0,0
75,0,0
76,0,0
77,0,0
78,0,0
79,0,1
80,0,0
81,0,1
82,0,0
83,0,0
84,0,0
85,1,0
86,1,1
87,1,1
88,1,1
89,1,3
90,1,1
91,1,1
92,1,1
93,1,0
94,1,1
95,1,1
96,1,1
97,1,1
98,1,3
99,1,1
100,1,0
101,1,1
102,1,1
103,1,1
104,1,3
105,1,1
106,1,1
107,1,1
108,1,1
109,1,1
110,1,2
111,1,1
112,1,1
113,1,1
114,1,0
115,1,0
116,1,1
117,1,1
118,1,1
119,2,3
120,2,3
121,2,0
122,2,3
123,2,0
124,2,2
125,2,2
126,2,0
127,2,0
128,2,3
129,2,0
130,2,3
131,2,2
132,2,2
133,2,0
134,2,0
135,2,3
136,2,3
137,2,0
138,2,3
139,2,3
140,2,3
141,2,3
142,2,3
143,2,1
144,2,3
145,2,0
146,2,0
147,2,2
148,3,0
149,3,0
150,3,2
151,3,3
152,3,3
153,3,0
154,3,3
155,3,1
156,3,3
157,3,3
158,3,3
159,3,3
160,3,3
161,3,3
162,3,3
163,3,3
164,3,3
165,3,3
166,3,3
167,3,3
168,3,3
169,3,3
170,3,3
171,3,3
172,3,3
173,3,3
174,3,3
175,3,3
176,3,1
177,3,3
178,3,2
179,3,3
180,3,3
181,3,3
182,3,3
183,3,3
184,3,3
185,3,3
186,3,3
187,3,3
188,3,3
189,3,3
190,3,3
191,3,3
192,3,3
193,3,3
194,3,3
195,3,3
196,3,0
197,3,2
198,3,1
199,3,3
200,3,3
201,3,3
202,3,3
203,3,3
204,3,3
205,3,3
206,3,0
207,3,3
208,3,0
209,3,3
210,3,3
211,3,3
212,3,2
213,3,0
214,3,3
215,3,3
216,3,3
217,3,3
218,3,1
219,3,3
220,3,3
221,3,3
222,3,3
223,3,3
224,3,0
225,3,2
226,3,0
227,3,3
228,3,0
229,3,3
230,3,3
231,3,0
232,3,3
233,3,3
234,3,3
235,3,3
236,3,3
237,3,3
238,3,3
239,3,3
240,3,3
241,3,3
242,3,3
243,3,3
244,3,3
245,3,0
246,3,3
247,3,3
248,3,3
249,3,3
250,3,3
251,3,3
252,3,3
253,3,3
254,3,3
255,3,3
256,3,3
257,3,3
258,3,3
259,3,3
260,3,3
261,3,3
262,3,3
263,3,3
264,3,3
265,3,3
266,3,2
267,3,3
268,3,3
269,3,3
270,3,3
271,3,3
272,3,3
273,3,3
274,3,3
275,3,3
276,3,3
277,3,3
278,3,3
279,3,3
280,3,3
281,3,3
282,3,3
283,3,3
284,3,3
285,3,0
286,3,3
287,3,2
288,3,3
289,3,3
290,3,3
291,0,3
292,0,0
293,0,0
294,1,1
295,1,0
296,0,0
297,0,0
298,0,0
299,3,3
300,3,3
301,3,0
302,3,3
303,3,3
304,1,1
305,1,0
306,3,3
307,0,0
308,1,0
309,1,1
310,3,3
311,1,1
