,true,pred
0,0,0
1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,0,0
7,0,0
8,0,0
9,0,3
10,0,0
11,0,3
12,0,3
13,0,0
14,0,0
15,0,3
16,0,0
17,0,0
18,0,3
19,0,0
20,0,0
21,0,0
22,0,2
23,0,0
24,0,1
25,0,0
26,0,0
27,0,0
28,0,0
29,0,0
30,0,0
31,0,0
32,0,0
33,0,2
34,0,0
35,0,0
36,0,0
37,0,3
38,0,0
39,0,1
40,0,0
41,0,0
42,0,0
43,0,0
44,0,0
45,0,3
46,0,0
47,0,0
48,0,0
49,0,3
50,0,2
51,0,3
52,0,0
53,0,0
54,0,3
55,0,0
56,0,0
57,0,0
58,0,0
59,0,0
60,0,0
61,0,0
62,0,0
63,0,0
64,0,0
65,0,0
66,0,0
67,0,0
68,0,0
69,0,0
70,0,0
71,0,0
72,0,0
73,0,0
74,0,0
75,0,0
76,0,0
77,0,0
78,0,0
79,0,0
80,0,3
81,0,3
82,0,3
83,0,0
84,0,3
85,0,0
86,0,0
87,0,0
88,0,0
89,0,3
90,0,0
91,0,0
92,0,0
93,0,0
94,0,0
95,0,3
96,0,3
97,0,0
98,0,0
99,1,1
100,1,1
101,1,3
102,1,3
103,1,1
104,1,1
105,1,3
106,1,1
107,1,3
108,1,1
109,1,1
110,1,1
111,1,1
112,1,1
113,1,1
114,1,1
115,1,1
116,1,1
117,1,1
118,1,1
119,1,1
120,1,1
121,1,3
122,1,1
123,1,1
124,1,1
125,1,1
126,1,1
127,1,1
128,1,1
129,1,1
130,1,1
131,1,2
132,1,0
133,1,3
134,2,0
135,2,0
136,2,2
137,2,0
138,2,3
139,2,3
140,2,0
141,2,3
142,2,3
143,2,2
144,2,0
145,2,3
146,2,2
147,2,2
148,2,0
149,2,2
150,2,0
151,2,2
152,2,2
153,2,0
154,2,0
155,2,3
156,2,3
157,2,0
158,2,0
159,2,3
160,3,3
161,3,3
162,3,0
163,3,3
164,3,3
165,3,3
166,3,3
167,3,3
168,3,3
169,3,3
170,3,3
171,3,3
172,3,3
173,3,3
174,3,3
175,3,3
176,3,3
177,3,3
178,3,3
179,3,3
180,3,3
181,3,3
182,3,3
183,3,3
184,3,3
185,3,3
186,3,3
187,3,3
188,3,3
189,3,3
190,3,1
191,3,3
192,3,3
193,3,3
194,3,3
195,3,3
196,3,3
197,3,0
198,3,3
199,3,3
200,3,0
201,3,3
202,3,0
203,3,3
204,3,3
205,3,3
206,3,3
207,3,3
208,3,3
209,3,0
210,3,0
211,3,3
212,3,3
213,3,3
214,3,3
215,3,3
216,3,0
217,3,3
218,3,3
219,3,3
220,3,2
221,3,3
222,3,3
223,3,2
224,3,3
225,3,0
226,3,3
227,3,3
228,3,3
229,3,0
230,3,0
231,3,3
232,3,3
233,3,3
234,3,3
235,3,3
236,3,3
237,3,3
238,3,3
239,3,3
240,3,3
241,3,3
242,3,3
243,3,3
244,3,3
245,3,3
246,3,3
247,3,3
248,3,3
249,3,1
250,3,3
251,3,0
252,3,3
253,3,0
254,3,3
255,3,3
256,3,1
257,3,3
258,3,0
259,3,3
260,3,3
261,3,3
262,3,3
263,3,0
264,3,3
265,3,3
266,3,3
267,3,2
268,3,3
269,3,3
270,3,3
271,3,2
272,3,3
273,3,3
274,3,3
275,3,3
276,3,3
277,3,3
278,3,3
279,3,3
280,3,3
281,3,3
282,3,0
283,0,3
284,0,0
285,0,0
286,1,3
287,1,0
288,1,0
289,1,3
290,3,2
291,0,0
292,3,3
293,3,0
294,1,1
295,3,3
296,1,1
297,3,0
298,3,3
299,3,3
300,3,3
301,1,1
302,3,3
303,1,1
304,3,3
305,3,3
306,3,1
307,1,2
308,1,1
309,3,3
310,3,0
