,true,pred
0,0,0
1,0,0
2,0,3
3,0,0
4,0,0
5,0,0
6,0,3
7,0,0
8,0,0
9,0,0
10,0,0
11,0,0
12,0,1
13,0,0
14,0,0
15,0,0
16,0,0
17,0,0
18,0,3
19,0,0
20,0,0
21,0,2
22,0,0
23,0,3
24,0,0
25,0,0
26,0,0
27,0,1
28,0,0
29,0,3
30,0,2
31,0,0
32,0,0
33,0,0
34,0,0
35,0,0
36,0,3
37,0,0
38,0,0
39,0,0
40,0,1
41,0,2
42,0,1
43,0,1
44,0,0
45,0,0
46,0,0
47,0,0
48,0,0
49,0,0
50,0,1
51,0,3
52,0,2
53,0,0
54,0,0
55,0,1
56,0,3
57,0,0
58,0,0
59,0,3
60,0,0
61,0,0
62,0,0
63,0,0
64,0,0
65,0,3
66,0,0
67,0,0
68,0,0
69,0,3
70,0,0
71,0,0
72,0,3
73,0,1
74,0,0
75,0,0
76,0,1
77,0,0
78,0,0
79,0,3
80,0,3
81,0,0
82,0,0
83,0,3
84,0,2
85,1,1
86,1,1
87,1,1
88,1,3
89,1,1
90,1,1
91,1,1
92,1,1
93,1,1
94,1,1
95,1,1
96,1,1
97,1,1
98,1,1
99,1,1
100,1,1
101,1,1
102,1,1
103,1,1
104,1,3
105,1,1
106,1,1
107,1,1
108,1,1
109,1,1
110,1,1
111,1,0
112,1,1
113,1,2
114,1,1
115,2,3
116,2,0
117,2,3
118,2,3
119,2,0
120,2,3
121,2,0
122,2,2
123,2,0
124,2,3
125,2,3
126,2,3
127,2,3
128,2,3
129,2,3
130,2,3
131,2,0
132,2,3
133,2,3
134,3,3
135,3,3
136,3,3
137,3,3
138,3,3
139,3,3
140,3,3
141,3,3
142,3,3
143,3,3
144,3,3
145,3,3
146,3,3
147,3,3
148,3,3
149,3,3
150,3,3
151,3,3
152,3,3
153,3,3
154,3,0
155,3,1
156,3,1
157,3,3
158,3,3
159,3,3
160,3,3
161,3,0
162,3,3
163,3,3
164,3,3
165,3,0
166,3,3
167,3,3
168,3,2
169,3,2
170,3,3
171,3,3
172,3,0
173,3,3
174,3,3
175,3,3
176,3,3
177,3,3
178,3,3
179,3,3
180,3,3
181,3,3
182,3,3
183,3,3
184,3,3
185,3,0
186,3,3
187,3,0
188,3,0
189,3,3
190,3,3
191,3,3
192,3,3
193,3,3
194,3,3
195,3,0
196,3,3
197,3,1
198,3,3
199,3,3
200,3,0
201,3,3
202,3,3
203,3,3
204,3,3
205,3,0
206,3,3
207,3,3
208,3,3
209,3,3
210,3,0
211,3,0
212,3,3
213,3,1
214,3,3
215,3,3
216,3,3
217,3,1
218,3,3
219,3,0
220,3,1
221,3,3
222,3,3
223,3,3
224,3,3
225,3,2
226,3,3
227,3,3
228,3,1
229,3,3
230,3,3
231,3,3
232,3,3
233,3,2
234,3,3
235,3,3
236,3,3
237,3,3
238,3,3
239,3,3
240,3,3
241,3,3
242,3,0
243,3,3
244,3,3
245,3,3
246,3,3
247,3,3
248,3,0
249,3,3
250,3,2
251,3,3
252,3,3
253,3,0
254,3,3
255,3,3
256,3,3
257,3,3
258,3,0
259,3,1
260,3,3
261,3,0
262,3,3
263,3,3
264,3,3
265,3,3
266,3,3
267,3,0
268,3,2
269,3,3
270,3,3
271,3,3
272,3,3
273,3,3
274,3,3
275,3,1
276,3,1
277,3,2
278,3,3
279,3,3
280,3,3
281,3,1
282,3,3
283,3,3
284,3,3
285,3,3
286,0,0
287,0,2
288,1,0
289,3,3
290,3,3
291,3,3
292,3,3
293,3,0
294,1,1
295,1,1
296,0,0
297,1,1
298,1,3
299,1,1
300,1,0
301,0,0
302,1,1
303,3,1
304,3,3
305,1,1
306,3,3
307,1,1
308,0,3
309,3,0
310,3,0
311,1,3
