,true,pred
0,0,3
1,0,0
2,0,0
3,0,0
4,0,0
5,0,3
6,0,0
7,0,0
8,0,0
9,0,0
10,0,0
11,0,0
12,0,0
13,0,0
14,0,0
15,0,0
16,0,0
17,0,0
18,0,0
19,0,3
20,0,0
21,0,3
22,0,0
23,0,0
24,0,0
25,0,0
26,0,0
27,0,0
28,0,0
29,0,0
30,0,0
31,0,3
32,0,0
33,0,1
34,0,0
35,0,0
36,0,0
37,0,0
38,0,0
39,0,0
40,0,0
41,0,0
42,0,3
43,0,0
44,0,3
45,0,0
46,0,0
47,0,0
48,0,0
49,0,2
50,0,0
51,0,3
52,0,0
53,0,0
54,0,0
55,0,0
56,0,0
57,0,0
58,0,0
59,0,0
60,0,1
61,0,3
62,0,0
63,0,0
64,0,0
65,0,0
66,0,0
67,0,0
68,0,3
69,0,0
70,0,0
71,0,0
72,0,0
73,0,3
74,0,3
75,0,3
76,0,0
77,0,3
78,0,0
79,0,0
80,0,0
81,0,0
82,0,2
83,0,3
84,0,0
85,1,1
86,1,1
87,1,1
88,1,0
89,1,1
90,1,1
91,1,1
92,1,1
93,1,1
94,1,1
95,1,1
96,1,1
97,1,1
98,1,0
99,1,1
100,1,3
101,1,3
102,1,1
103,1,1
104,1,1
105,1,1
106,1,1
107,1,0
108,1,0
109,1,1
110,1,1
111,1,1
112,2,2
113,2,0
114,2,0
115,2,0
116,2,0
117,2,3
118,2,1
119,2,0
120,2,0
121,2,3
122,2,3
123,2,3
124,2,3
125,2,3
126,2,0
127,2,3
128,2,3
129,2,2
130,2,2
131,2,0
132,2,3
133,2,3
134,2,3
135,2,1
136,2,3
137,2,0
138,2,0
139,2,1
140,2,2
141,2,0
142,2,3
143,2,2
144,2,3
145,2,3
146,2,3
147,3,3
148,3,3
149,3,3
150,3,3
151,3,0
152,3,3
153,3,3
154,3,3
155,3,3
156,3,3
157,3,3
158,3,3
159,3,3
160,3,3
161,3,3
162,3,3
163,3,3
164,3,3
165,3,0
166,3,0
167,3,3
168,3,3
169,3,3
170,3,3
171,3,3
172,3,1
173,3,1
174,3,3
175,3,3
176,3,2
177,3,0
178,3,3
179,3,0
180,3,3
181,3,3
182,3,3
183,3,3
184,3,3
185,3,3
186,3,3
187,3,0
188,3,3
189,3,3
190,3,0
191,3,3
192,3,3
193,3,3
194,3,3
195,3,2
196,3,3
197,3,3
198,3,3
199,3,3
200,3,3
201,3,3
202,3,3
203,3,3
204,3,0
205,3,3
206,3,3
207,3,3
208,3,3
209,3,3
210,3,1
211,3,3
212,3,3
213,3,3
214,3,0
215,3,3
216,3,3
217,3,3
218,3,3
219,3,3
220,3,1
221,3,2
222,3,3
223,3,3
224,3,3
225,3,0
226,3,0
227,3,0
228,3,3
229,3,0
230,3,3
231,3,3
232,3,1
233,3,3
234,3,0
235,3,3
236,3,3
237,3,3
238,3,3
239,3,0
240,3,0
241,3,3
242,3,3
243,3,3
244,3,3
245,3,3
246,3,3
247,3,3
248,3,3
249,3,3
250,3,3
251,3,2
252,3,3
253,3,3
254,3,3
255,3,3
256,3,3
257,3,3
258,3,1
259,3,3
260,3,3
261,3,3
262,3,3
263,3,3
264,3,3
265,3,3
266,3,0
267,3,3
268,3,3
269,3,3
270,3,3
271,3,0
272,3,0
273,3,1
274,3,3
275,3,3
276,3,3
277,3,3
278,3,3
279,3,2
280,3,3
281,3,3
282,1,0
283,1,3
284,1,1
285,1,0
286,0,0
287,0,0
288,1,0
289,3,3
290,3,3
291,3,3
292,3,2
293,3,3
294,3,3
295,1,1
296,3,3
297,3,3
298,3,3
299,3,3
300,1,3
301,3,3
302,1,0
303,1,3
304,1,0
305,1,1
306,1,1
307,1,0
308,3,0
309,3,1
310,1,0
311,1,3
