,true,pred
0,0,0
1,0,0
2,0,3
3,0,3
4,0,0
5,0,0
6,0,0
7,0,1
8,0,0
9,0,3
10,0,0
11,0,1
12,0,0
13,0,0
14,0,0
15,0,0
16,0,2
17,0,0
18,0,3
19,0,0
20,0,0
21,0,0
22,0,0
23,0,0
24,0,0
25,0,0
26,0,0
27,0,3
28,0,0
29,0,3
30,0,3
31,0,0
32,0,0
33,0,2
34,0,0
35,0,0
36,0,0
37,0,0
38,0,0
39,0,0
40,0,0
41,0,2
42,0,3
43,0,0
44,0,2
45,0,0
46,0,0
47,0,0
48,0,0
49,0,3
50,0,0
51,0,0
52,0,0
53,0,3
54,0,0
55,0,1
56,0,0
57,0,0
58,0,3
59,0,0
60,0,0
61,0,0
62,0,0
63,0,0
64,0,0
65,0,0
66,0,0
67,0,3
68,0,1
69,0,0
70,0,0
71,0,0
72,0,0
73,0,0
74,0,0
75,0,3
76,0,3
77,0,2
78,0,0
79,0,0
80,0,0
81,0,3
82,0,0
83,1,3
84,1,1
85,1,1
86,1,1
87,1,1
88,1,1
89,1,1
90,1,2
91,1,1
92,1,2
93,1,0
94,1,1
95,1,1
96,1,1
97,1,1
98,1,1
99,1,1
100,1,1
101,1,0
102,1,1
103,1,1
104,1,1
105,1,1
106,1,2
107,1,1
108,1,1
109,1,1
110,1,3
111,1,1
112,1,1
113,1,1
114,1,1
115,1,1
116,1,1
117,1,3
118,1,0
119,1,2
120,1,1
121,1,1
122,1,3
123,2,0
124,2,0
125,2,3
126,2,0
127,2,0
128,2,0
129,2,3
130,2,1
131,2,0
132,2,0
133,2,2
134,2,3
135,2,2
136,2,0
137,2,0
138,2,3
139,2,2
140,2,0
141,2,3
142,2,3
143,2,0
144,2,3
145,2,2
146,2,1
147,2,1
148,2,2
149,2,3
150,2,1
151,2,0
152,2,3
153,2,3
154,2,3
155,3,0
156,3,3
157,3,3
158,3,3
159,3,3
160,3,3
161,3,3
162,3,3
163,3,3
164,3,3
165,3,3
166,3,3
167,3,3
168,3,3
169,3,3
170,3,3
171,3,3
172,3,3
173,3,3
174,3,3
175,3,3
176,3,3
177,3,3
178,3,3
179,3,3
180,3,3
181,3,3
182,3,3
183,3,3
184,3,3
185,3,3
186,3,3
187,3,3
188,3,3
189,3,3
190,3,1
191,3,2
192,3,3
193,3,3
194,3,3
195,3,3
196,3,3
197,3,3
198,3,3
199,3,3
200,3,0
201,3,3
202,3,3
203,3,3
204,3,3
205,3,3
206,3,2
207,3,2
208,3,2
209,3,1
210,3,3
211,3,3
212,3,3
213,3,1
214,3,3
215,3,0
216,3,3
217,3,3
218,3,3
219,3,3
220,3,3
221,3,3
222,3,0
223,3,3
224,3,3
225,3,3
226,3,3
227,3,3
228,3,3
229,3,1
230,3,3
231,3,1
232,3,3
233,3,0
234,3,3
235,3,3
236,3,3
237,3,1
238,3,3
239,3,3
240,3,3
241,3,0
242,3,3
243,3,3
244,3,3
245,3,3
246,3,3
247,3,0
248,3,3
249,3,3
250,3,3
251,3,3
252,3,3
253,3,3
254,3,3
255,3,3
256,3,3
257,3,3
258,3,3
259,3,3
260,3,3
261,3,3
262,3,3
263,3,3
264,3,3
265,3,3
266,3,3
267,3,3
268,3,3
269,3,3
270,1,0
271,0,0
272,0,2
273,0,0
274,1,3
275,1,1
276,0,0
277,0,3
278,1,0
279,1,1
280,0,0
281,0,0
282,0,1
283,0,0
284,0,1
285,0,2
286,1,3
287,0,1
288,3,3
289,3,3
290,1,3
291,3,3
292,3,3
293,3,3
294,3,3
295,3,3
296,3,0
297,3,3
298,1,3
299,3,3
300,3,3
301,3,3
302,1,0
303,3,3
304,1,3
305,3,3
306,3,3
307,1,0
308,3,3
309,3,2
310,0,0
311,1,1
