,true,pred
0,0,0
1,0,0
2,0,3
3,0,3
4,0,0
5,0,0
6,0,2
7,0,3
8,0,0
9,0,0
10,0,1
11,0,0
12,0,3
13,0,3
14,0,0
15,0,3
16,0,0
17,0,0
18,0,0
19,0,0
20,0,2
21,0,2
22,0,3
23,0,0
24,0,0
25,0,3
26,0,0
27,0,0
28,0,0
29,0,0
30,0,0
31,0,0
32,0,0
33,0,0
34,0,0
35,0,3
36,0,1
37,0,0
38,0,0
39,0,0
40,0,0
41,0,0
42,0,0
43,0,0
44,0,3
45,0,0
46,0,0
47,0,0
48,0,0
49,0,0
50,0,0
51,0,0
52,0,1
53,0,1
54,0,3
55,0,0
56,0,0
57,0,0
58,0,3
59,0,0
60,0,3
61,0,3
62,0,3
63,0,0
64,0,0
65,0,0
66,0,0
67,0,0
68,0,0
69,0,0
70,0,1
71,0,2
72,0,3
73,1,1
74,1,1
75,1,1
76,1,1
77,1,1
78,1,1
79,1,3
80,1,3
81,1,0
82,1,3
83,1,1
84,1,1
85,1,1
86,1,1
87,1,1
88,1,1
89,1,1
90,1,3
91,1,1
92,1,1
93,1,1
94,1,1
95,1,1
96,1,3
97,1,1
98,1,1
99,1,1
100,1,3
101,1,1
102,1,1
103,1,1
104,1,1
105,1,1
106,1,1
107,1,1
108,1,1
109,1,1
110,1,0
111,1,1
112,1,2
113,1,1
114,1,3
115,1,1
116,1,1
117,1,3
118,1,1
119,1,1
120,1,1
121,2,3
122,2,2
123,2,0
124,2,0
125,2,0
126,2,3
127,2,3
128,2,0
129,2,3
130,2,3
131,2,0
132,2,2
133,2,2
134,2,3
135,2,0
136,2,3
137,2,3
138,2,2
139,2,1
140,2,0
141,2,3
142,2,3
143,2,3
144,2,3
145,2,0
146,2,3
147,2,3
148,2,3
149,3,3
150,3,3
151,3,3
152,3,3
153,3,3
154,3,3
155,3,3
156,3,3
157,3,3
158,3,3
159,3,3
160,3,3
161,3,3
162,3,3
163,3,3
164,3,3
165,3,3
166,3,3
167,3,3
168,3,3
169,3,3
170,3,3
171,3,0
172,3,0
173,3,3
174,3,3
175,3,3
176,3,3
177,3,3
178,3,3
179,3,3
180,3,3
181,3,3
182,3,0
183,3,3
184,3,3
185,3,2
186,3,3
187,3,0
188,3,3
189,3,0
190,3,3
191,3,3
192,3,3
193,3,1
194,3,3
195,3,3
196,3,0
197,3,3
198,3,3
199,3,3
200,3,0
201,3,0
202,3,3
203,3,3
204,3,0
205,3,3
206,3,3
207,3,3
208,3,0
209,3,3
210,3,3
211,3,3
212,3,0
213,3,0
214,3,0
215,3,3
216,3,3
217,3,3
218,3,2
219,3,3
220,3,0
221,3,2
222,3,3
223,3,3
224,3,3
225,3,0
226,3,3
227,3,0
228,3,3
229,3,3
230,3,3
231,3,3
232,3,3
233,3,3
234,3,2
235,3,3
236,3,3
237,3,3
238,3,3
239,3,0
240,3,0
241,3,3
242,3,3
243,3,3
244,3,3
245,3,3
246,3,3
247,3,0
248,3,1
249,3,3
250,3,3
251,3,0
252,3,3
253,3,1
254,3,3
255,3,3
256,3,3
257,3,3
258,3,3
259,3,3
260,3,3
261,3,3
262,3,0
263,3,3
264,3,3
265,3,3
266,3,3
267,3,3
268,3,3
269,3,3
270,3,3
271,3,3
272,3,3
273,3,3
274,3,3
275,3,3
276,3,1
277,3,3
278,3,1
279,3,3
280,3,3
281,3,3
282,3,3
283,3,0
284,3,0
285,3,3
286,3,3
287,3,3
288,3,3
289,3,3
290,1,0
291,1,1
292,0,0
293,0,3
294,3,1
295,3,3
296,3,3
297,3,3
298,3,3
299,3,3
300,3,0
301,3,3
302,1,3
303,1,1
304,1,1
305,1,3
306,1,3
307,3,1
308,1,3
309,1,3
310,1,3
